run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind,mode
cmpE2is_breakout_2026-06-22__M15sig,2026-06-22,M15sig,2026-06-26 00:00:00,SELL,4014.59,4022.707,2026-06-26 00:17:17,4022.726,sl 4022.707,-8.14,503.91,8.116999999999734,-1.0028335591967803,17.283333333333335,4022.707,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-06-29__M15sig,2026-06-29,M15sig,2026-06-29 09:00:00,SELL,4046.809,4055.151,2026-06-29 09:08:27,4055.181,sl 4055.151,-8.37,491.63,8.341999999999643,-1.003356509230443,8.45,4055.151,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-06-29__M15sig,2026-06-29,M15sig,2026-06-30 12:30:00,SELL,4016.655,4023.461,2026-06-30 13:05:54,4019.569,sl 4019.509,-2.91,488.72,6.805999999999585,-0.4275639141933848,35.9,4019.509,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-06-29__M15sig,2026-06-29,M15sig,2026-06-30 15:30:00,SELL,4028.418,4042.041,2026-06-30 20:27:45,4013.052,,15.37,504.09,13.623000000000047,1.128239007560739,297.75,,False,other,breakout_closedbar_E2
cmpE2is_breakout_2026-06-29__M15sig,2026-06-29,M15sig,2026-07-01 17:30:00,SELL,4068.229,4079.0,2026-07-01 19:50:26,4049.444,,18.79,522.88,10.771000000000186,1.7444991180020124,140.43333333333334,,False,other,breakout_closedbar_E2
cmpE2is_breakout_2026-06-29__M15sig,2026-06-29,M15sig,2026-07-03 07:45:00,BUY,4179.914,4173.154,2026-07-03 09:16:44,4175.551,sl 4175.610,-4.36,518.52,6.759999999999309,-0.6449704142012495,91.73333333333332,4175.61,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 01:45:00,BUY,4198.244,4185.803,2026-07-06 01:59:31,4185.737,sl 4185.803,-12.5,487.5,12.440999999999804,-1.0047423840527447,14.516666666666667,4185.803,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 07:45:00,BUY,4163.735,4156.202,2026-07-06 08:15:39,4156.136,sl 4156.202,-7.6,479.9,7.532999999999447,-1.0088941988584306,30.65,4156.202,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 10:45:00,BUY,4154.402,4147.708,2026-07-06 12:21:26,4150.246,sl 4150.249,-4.15,475.75,6.694000000000415,-0.6199581714968245,96.43333333333334,4150.249,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-06 17:00:00,BUY,4155.139,4146.095,2026-07-06 22:33:54,4167.902,,12.76,488.51,9.043999999999867,1.4108801415303167,333.9,,False,other,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-07 08:30:00,BUY,4138.782,4130.815,2026-07-07 08:36:19,4130.54,sl 4130.815,-8.24,480.27,7.967000000000553,-1.0342663486882675,6.316666666666666,4130.815,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-08 00:45:00,BUY,4123.618,4115.41,2026-07-08 00:54:34,4115.404,sl 4115.410,-8.22,472.05,8.208000000000538,-1.001461988304028,9.566666666666666,4115.41,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-08 08:30:00,SELL,4088.964,4098.609,2026-07-08 08:48:29,4075.277,sl 4075.262,13.68,485.73,9.645000000000437,1.4183514774493915,18.48333333333333,4075.262,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-08 14:45:00,SELL,4036.301,4050.75,2026-07-08 16:11:06,4042.428,sl 4042.402,-6.13,479.6,14.44900000000007,-0.4242508132050641,86.1,4042.402,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-09 01:30:00,SELL,4066.787,4074.379,2026-07-09 01:42:02,4074.496,sl 4074.379,-7.71,471.89,7.592000000000098,-1.0155426765015674,12.033333333333331,4074.379,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 03:00:00,BUY,4127.846,4119.703,2026-07-10 03:23:30,4122.476,sl 4122.500,-5.37,466.52,8.14299999999912,-0.6594621146998134,23.5,4122.5,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 12:15:00,BUY,4115.094,4108.404,2026-07-10 12:16:43,4108.338,sl 4108.404,-6.75,459.77,6.6899999999996,-1.0089686098655313,1.7166666666666666,4108.404,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 13:30:00,SELL,4087.546,4096.568,2026-07-10 13:31:49,4096.576,sl 4096.568,-9.03,450.74,9.02200000000039,-1.0008867213477732,1.8166666666666669,4096.568,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-06__M15sig,2026-07-06,M15sig,2026-07-10 16:30:00,BUY,4114.467,4102.28,2026-07-10 17:05:15,4102.214,sl 4102.280,-12.26,438.48,12.186999999999898,-1.005989989332904,35.25,4102.28,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-13 10:45:00,SELL,4052.156,4059.27,2026-07-13 10:55:15,4059.278,sl 4059.270,-7.12,492.88,7.114000000000033,-1.000843407365753,10.25,4059.27,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-14 08:15:00,SELL,4017.204,4023.365,2026-07-14 08:30:55,4023.43,sl 4023.365,-6.23,486.65,6.160999999999604,-1.011199480603863,15.916666666666666,4023.365,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-14 18:45:00,SELL,4046.443,4055.381,2026-07-14 19:12:21,4055.419,sl 4055.381,-8.98,477.67,8.937999999999647,-1.004699037816106,27.35,4055.381,False,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 01:45:00,SELL,4038.999,4044.987,2026-07-15 02:42:28,4039.313,sl 4039.307,-0.31,477.36,5.988000000000284,-0.0517702070808258,57.46666666666667,4039.307,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 15:15:00,SELL,4044.14,4054.738,2026-07-15 17:29:00,4041.702,sl 4041.687,2.44,479.8,10.597999999999956,0.2302321192677873,134.0,4041.687,True,sl,breakout_closedbar_E2
cmpE2is_breakout_2026-07-13__M15sig,2026-07-13,M15sig,2026-07-15 19:45:00,SELL,4051.13,4061.04,2026-07-15 20:20:44,4061.069,sl 4061.040,-9.94,469.86,9.909999999999854,-1.0030272452068765,35.733333333333334,4061.04,False,sl,breakout_closedbar_E2
