weekday,trades,wins,win_rate,net,pf,avg_win,avg_loss
Friday,54.0,24.0,44.44444444444444,87.74,1.4379336161716998,12.003750000000002,-6.678333333333333
Monday,142.0,44.0,30.985915492957744,-257.87,0.6655642881228439,11.663409090909092,-7.86795918367347
Sunday,8.0,2.0,25.0,-42.489999999999995,0.008401400233372228,0.18,-7.141666666666667
Thursday,87.0,32.0,36.7816091954023,-99.79999999999995,0.7835751306572986,11.291562500000001,-8.384181818181817
Tuesday,100.0,34.0,34.0,-5.939999999999996,0.9886928216549599,15.276176470588235,-7.959545454545453
Wednesday,90.0,43.0,47.77777777777778,246.82000000000002,1.530442070877479,16.561162790697672,-9.900212765957448
