run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 11:45:00,SELL,4386.801,4393.857,2026-09-07 12:21:23,4393.941,sl 4393.857,-7.14,112.99,7.055999999999585,-1.0119047619048214,36.38333333333333,4393.857,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 12:30:00,SELL,4395.437,4402.265,2026-09-07 13:05:59,4402.268,sl 4402.265,-6.83,106.16,6.828000000000429,-1.0002929115406518,35.983333333333334,4402.265,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 13:15:00,SELL,4404.122,4411.098,2026-09-07 14:43:49,4411.177,sl 4411.098,-7.06,99.1,6.975999999999658,-1.0120412844037192,88.81666666666666,4411.098,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 14:45:00,SELL,4412.046,4418.611,2026-09-07 14:48:42,4418.931,sl 4418.611,-6.88,92.22,6.5649999999996,-1.0479817212491118,3.7,4418.611,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 15:00:00,SELL,4416.176,4422.841,2026-09-07 18:25:38,4403.448,,12.73,104.95,6.664999999999964,1.9099774943736039,205.63333333333333,,False,other
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 22:01:31,SELL,4412.027,4415.862,2026-09-07 23:04:55,4411.961,sl 4411.955,0.07,105.02,3.8350000000000364,0.018252933507170624,63.4,4411.955,True,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-07 23:15:01,SELL,4411.107,4414.786,2026-09-07 23:33:50,4414.787,sl 4414.786,-3.68,101.34,3.6790000000000873,-1.0002718129926373,18.816666666666666,4414.786,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 00:00:00,SELL,4423.056,4428.271,2026-09-08 00:17:28,4423.065,sl 4423.012,-0.01,101.33,5.2150000000001455,-0.001917545541706562,17.466666666666665,4423.012,True,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 01:15:00,SELL,4428.738,4436.911,2026-09-08 01:31:35,4437.2,sl 4436.911,-8.46,92.87,8.172999999999774,-1.035115624617672,16.583333333333332,4436.911,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 01:45:00,SELL,4433.393,4441.789,2026-09-08 03:19:30,4435.947,sl 4435.938,-2.56,90.31,8.39599999999973,-0.3049070986183995,94.5,4435.938,True,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 03:30:00,SELL,4432.271,4441.774,2026-09-08 04:00:51,4441.794,sl 4441.774,-9.52,80.79,9.503000000000611,-1.0017889087655885,30.85,4441.774,False,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 04:30:00,SELL,4432.83,4441.047,2026-09-08 06:18:02,4407.255,,25.57,106.36,8.216999999999643,3.111841304612524,108.03333333333333,,False,other
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 06:45:00,SELL,4407.207,4416.247,2026-09-08 09:41:28,4402.091,sl 4402.054,5.12,111.48,9.039999999999964,0.5663716814159315,176.46666666666667,4402.054,True,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 09:45:00,SELL,4401.477,4409.942,2026-09-08 10:20:18,4406.073,sl 4405.599,-4.59,106.89,8.465000000000146,-0.5422327229769547,35.3,4405.599,True,sl
2026-09-07_to_2026-09-10__H1visual,"2026-09-07 (Mon-Thu, prior run)",H1visual,2026-09-08 10:30:00,SELL,4399.557,4407.73,2026-09-08 11:33:12,4403.495,sl 4403.465,-3.94,102.95,8.172999999999774,-0.4820751254129584,63.2,4403.465,True,sl
