run_id,week,signal_tf,entry_time,dir,entry_price,initial_sl,exit_time,exit_price,exit_comment,pnl,balance_after,volume,n_exits,swap_comm,risk_dollars,r_multiple,hold_minutes,final_sl_price,sl_moved,exit_kind,mode
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-27 05:50:00,BUY,4086.506,4081.122,2026-07-27 07:41:18,4098.113,sl 4098.177,104.47,5104.47,0.09,1,0.0,48.45600000000013,2.1559765560508444,111.3,4098.177,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 01:40:00,SELL,4029.116,4032.939,2026-07-29 02:22:31,4032.939,sl 4032.939,-49.7,5054.77,0.13,1,0.0,49.69899999999825,-1.000020121129233,42.516666666666666,4032.939,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-29 03:05:00,SELL,4028.909,4033.853,2026-07-29 05:11:57,4031.687,sl 4031.497,-27.78,5026.99,0.1,1,0.0,49.4399999999996,-0.5618932038834997,126.95,4031.497,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-30 05:05:00,BUY,4045.192,4037.626,2026-07-30 05:18:37,4037.567,sl 4037.626,-45.75,4981.24,0.06,1,0.0,45.39599999999882,-1.0077980438805445,13.616666666666667,4037.626,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 00:25:00,BUY,4103.101,4095.818,2026-07-31 00:30:34,4095.747,sl 4095.818,-44.13,4937.11,0.06,1,0.0,43.69799999999668,-1.0098860359742632,5.566666666666666,4095.818,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-07-27__M15sig,2026-07-27,M15sig,2026-07-31 17:30:00,SELL,4050.521,4056.96,2026-07-31 19:45:08,4055.866,sl 4055.858,-37.41,4899.7,0.07,1,0.0,45.07299999999896,-0.8299869101235964,135.13333333333333,4055.858,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 00:15:00,SELL,4063.771,4071.12,2026-08-04 01:19:33,4050.621,sl 4050.535,78.9,5078.9,0.06,1,0.0,44.09399999999823,1.7893590964757828,64.55,4050.535,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-04 09:10:00,BUY,4051.6,4048.157,2026-08-04 09:35:27,4048.002,sl 4048.157,-50.37,5028.53,0.14,1,0.0,48.2019999999966,-1.0449773868304957,25.45,4048.157,False,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-03__M15sig,2026-08-03,M15sig,2026-08-06 06:40:00,BUY,4253.544,4247.236,2026-08-06 07:52:44,4252.454,sl 4252.538,-7.63,5020.9,0.07,1,0.0,44.15599999999996,-0.1727964489537097,72.73333333333333,4252.538,True,sl,X1a_breakeven
cmpr2X1a_swing_2026-08-10__M15sig,2026-08-10,M15sig,2026-08-10 14:00:00,BUY,4318.337,4313.675,2026-08-10 16:32:01,4349.823,sl 4349.865,351.91,5351.91,0.1,2,0.0,46.62000000000262,7.548477048476625,152.01666666666668,4349.865,True,sl,X1a_breakeven
